EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,año_x,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,año_y,JobInvolvement,PerformanceRating,año_x,Unnamed: 0,Attrition,retirementType,resignationReason,año_y
138,4.0,4.0,3.0,2015,43,Travel_Frequently,Sales,14,3,Life Sciences,Female,1,Manufacturing Director,Married,37480,7.0,14,2,10.0,3,3,1,2,2015,2,3,2015,,,,,
139,3.0,3.0,3.0,2015,43,Travel_Rarely,Sales,27,4,Life Sciences,Male,2,Sales Representative,Divorced,39770,4.0,18,1,8.0,3,5,0,2,2015,3,3,2015,,,,,
140,2.0,4.0,3.0,2015,25,Travel_Rarely,Human Resources,7,2,Human Resources,Male,1,Manufacturing Director,Single,86330,1.0,19,1,5.0,2,5,1,3,2015,4,3,2015,,,,,
141,2.0,3.0,3.0,2015,37,Non-Travel,Research & Development,1,3,Medical,Male,3,Laboratory Technician,Married,20080,3.0,22,0,15.0,5,13,10,7,2015,2,4,2015,,,,,
142,4.0,1.0,3.0,2015,31,Travel_Rarely,Research & Development,24,1,Medical,Male,3,Laboratory Technician,Married,44400,1.0,13,1,4.0,2,4,3,2,2015,3,3,2015,,,,,
143,2.0,3.0,3.0,2015,39,Travel_Frequently,Research & Development,26,4,Technical Degree,Female,1,Sales Executive,Divorced,30670,1.0,20,1,21.0,5,21,1,6,2015,1,4,2015,,,,,
144,3.0,1.0,2.0,2015,56,Travel_Frequently,Research & Development,20,4,Life Sciences,Female,3,Sales Executive,Married,53210,9.0,14,0,36.0,1,7,7,7,2015,3,3,2015,,,,,
145,2.0,3.0,3.0,2015,30,Travel_Rarely,Sales,5,4,Medical,Female,2,Manufacturing Director,Single,54100,0.0,17,1,6.0,2,5,4,4,2015,3,3,2015,,,,,
146,2.0,1.0,3.0,2015,41,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,3,Research Scientist,Married,27820,1.0,14,0,10.0,2,10,0,7,2015,2,3,2015,,,,,
147,3.0,1.0,3.0,2015,28,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Healthcare Representative,Divorced,119570,1.0,13,0,10.0,2,10,1,8,2015,2,3,2015,,,,,
148,1.0,1.0,3.0,2015,25,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,3,Laboratory Technician,Married,26600,5.0,13,0,6.0,3,2,0,2,2015,3,3,2015,19.0,Yes,Resignation,Salary,2016
149,4.0,3.0,3.0,2015,52,Travel_Rarely,Research & Development,26,2,Life Sciences,Female,2,Sales Representative,Married,33750,2.0,21,0,28.0,2,5,0,4,2015,2,4,2015,,,,,
150,1.0,4.0,2.0,2015,45,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Sales Executive,Married,50980,3.0,14,1,8.0,4,2,0,2,2015,3,3,2015,,,,,
151,4.0,4.0,1.0,2015,52,Travel_Rarely,Research & Development,12,3,Medical,Male,2,Research Scientist,Married,48780,2.0,11,1,31.0,3,5,1,4,2015,3,3,2015,,,,,
152,1.0,3.0,3.0,2015,42,Travel_Frequently,Sales,10,3,Marketing,Female,2,Healthcare Representative,Divorced,28370,2.0,13,1,19.0,0,5,0,2,2015,2,3,2015,,,,,
153,3.0,4.0,3.0,2015,30,Travel_Rarely,Sales,25,3,Marketing,Male,1,Sales Executive,Single,24060,2.0,20,1,11.0,5,5,0,2,2015,3,4,2015,,,,,
154,1.0,1.0,1.0,2015,60,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Manufacturing Director,Married,22690,5.0,18,1,33.0,4,29,11,10,2015,3,3,2015,,,,,
155,3.0,3.0,2.0,2015,46,Travel_Rarely,Sales,19,4,Marketing,Female,1,Sales Executive,Divorced,41080,2.0,14,0,19.0,5,10,0,8,2015,2,3,2015,,,,,
156,4.0,4.0,4.0,2015,42,Travel_Frequently,Research & Development,18,4,Technical Degree,Male,4,Sales Executive,Married,132060,0.0,13,2,7.0,2,6,0,4,2015,3,3,2015,,,,,
157,1.0,2.0,3.0,2015,24,Travel_Rarely,Research & Development,27,2,Medical,Male,1,Research Scientist,Single,104220,1.0,17,1,6.0,0,5,1,4,2015,2,3,2015,20.0,Yes,Resignation,Others,2016
158,4.0,3.0,2.0,2015,34,Travel_Frequently,Research & Development,5,3,Medical,Male,2,Research Scientist,Divorced,137440,0.0,20,1,3.0,3,2,1,0,2015,3,4,2015,21.0,Yes,Resignation,Others,2016
159,4.0,4.0,3.0,2015,38,Travel_Frequently,Sales,3,3,Marketing,Female,2,Sales Executive,Married,49070,1.0,11,1,1.0,3,1,0,0,2015,3,3,2015,,,,,
160,3.0,3.0,3.0,2015,40,Travel_Rarely,Sales,26,4,Marketing,Female,1,Sales Executive,Married,34820,0.0,18,1,21.0,2,20,1,12,2015,2,3,2015,,,,,
161,1.0,4.0,1.0,2015,26,Travel_Rarely,Research & Development,3,2,Medical,Female,4,Healthcare Representative,Divorced,24360,1.0,24,0,3.0,2,3,0,2,2015,4,4,2015,,,,,
162,3.0,4.0,1.0,2015,30,Non-Travel,Research & Development,15,3,Medical,Female,2,Sales Executive,Married,23800,4.0,18,3,9.0,2,5,1,4,2015,2,3,2015,,,,,
163,2.0,3.0,3.0,2015,29,Travel_Rarely,Research & Development,8,3,Medical,Female,3,Manufacturing Director,Married,194310,1.0,11,0,10.0,3,10,0,7,2015,3,3,2015,,,,,
164,3.0,2.0,4.0,2015,29,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,3,Research Scientist,Married,17900,5.0,16,1,6.0,4,2,1,1,2015,2,3,2015,22.0,Yes,Resignation,Others,2016
165,1.0,4.0,4.0,2015,19,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,0,2015,3,3,2015,23.0,Yes,Fired,desconocido,2016
166,3.0,1.0,3.0,2015,30,Non-Travel,Research & Development,2,4,Life Sciences,Female,3,Research Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8,2015,3,3,2015,,,,,
167,1.0,4.0,2.0,2015,57,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,4,Research Scientist,Divorced,63060,3.0,12,1,32.0,3,1,0,0,2015,3,3,2015,,,,,
168,2.0,3.0,3.0,2015,50,Travel_Rarely,Sales,10,4,Life Sciences,Female,3,Manager,Married,47870,0.0,12,0,28.0,3,27,15,7,2015,3,3,2015,,,,,
169,3.0,4.0,2.0,2015,30,Non-Travel,Sales,10,2,Life Sciences,Male,3,Laboratory Technician,Single,188800,0.0,22,1,12.0,3,11,6,7,2015,3,4,2015,,,,,
170,3.0,1.0,4.0,2015,60,Travel_Frequently,Research & Development,16,3,Life Sciences,Female,4,Laboratory Technician,Married,23390,4.0,20,0,22.0,4,18,13,11,2015,3,4,2015,,,,,
171,1.0,4.0,3.0,2015,47,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,5,Manufacturing Director,Divorced,135700,5.0,16,2,20.0,2,5,0,4,2015,2,3,2015,,,,,
172,1.0,3.0,1.0,2015,46,Travel_Rarely,Sales,4,1,Technical Degree,Male,1,Laboratory Technician,Married,67120,6.0,21,1,26.0,3,3,0,1,2015,2,4,2015,,,,,
173,4.0,3.0,3.0,2015,35,Travel_Rarely,Research & Development,15,2,Medical,Female,2,Laboratory Technician,Single,54060,0.0,12,1,6.0,2,5,4,3,2015,3,3,2015,,,,,
174,3.0,3.0,3.0,2015,54,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Human Resources,Single,89380,7.0,11,3,19.0,2,1,0,0,2015,3,3,2015,,,,,
175,4.0,3.0,3.0,2015,34,Travel_Rarely,Sales,8,2,Life Sciences,Male,1,Laboratory Technician,Divorced,24390,3.0,11,2,14.0,2,7,5,7,2015,4,3,2015,,,,,
176,3.0,4.0,3.0,2015,46,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,88370,2.0,18,0,15.0,3,3,1,2,2015,2,3,2015,,,,,
177,3.0,2.0,4.0,2015,31,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Director,Divorced,53430,1.0,14,1,13.0,3,13,0,8,2015,3,3,2015,,,,,
178,2.0,3.0,4.0,2015,33,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,7,2015,2,4,2015,24.0,Yes,Resignation,Others,2016
179,1.0,4.0,3.0,2015,33,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,3,2015,3,4,2015,25.0,Yes,Resignation,Salary,2016
180,4.0,2.0,3.0,2015,30,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,48500,0.0,12,1,4.0,4,3,1,2,2015,3,3,2015,,,,,
181,4.0,3.0,3.0,2015,35,Travel_Rarely,Research & Development,12,2,Medical,Female,2,Sales Representative,Married,28090,4.0,23,1,10.0,2,8,0,0,2015,1,4,2015,,,,,
182,1.0,3.0,3.0,2015,31,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,0,2015,2,3,2015,26.0,Yes,Resignation,Others,2016
183,2.0,1.0,3.0,2015,34,Travel_Frequently,Sales,17,1,Marketing,Male,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2,2015,4,4,2015,27.0,Yes,Fired,desconocido,2016
184,2.0,3.0,3.0,2015,42,Travel_Frequently,Research & Development,2,4,Medical,Female,1,Research Scientist,Married,29770,4.0,15,3,8.0,3,2,2,0,2015,2,3,2015,,,,,
185,2.0,4.0,2.0,2015,36,Non-Travel,Research & Development,3,4,Medical,Male,1,Research Scientist,Single,40250,1.0,11,0,10.0,3,10,9,7,2015,3,3,2015,,,,,
186,3.0,3.0,3.0,2015,22,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2,2015,3,3,2015,28.0,Yes,Resignation,Stress,2016
187,2.0,4.0,3.0,2015,48,Travel_Rarely,Research & Development,6,3,Medical,Male,1,Laboratory Technician,Married,108540,2.0,14,1,14.0,6,9,6,7,2015,3,3,2015,,,,,
188,1.0,2.0,3.0,2015,55,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Sales Executive,Single,120310,3.0,11,0,37.0,5,10,7,7,2015,3,3,2015,,,,,
189,4.0,4.0,3.0,2015,41,Non-Travel,Research & Development,3,2,Life Sciences,Female,2,Research Scientist,Single,99360,7.0,17,1,16.0,2,14,1,10,2015,2,3,2015,,,,,
190,2.0,3.0,3.0,2015,35,Travel_Rarely,Research & Development,22,3,Medical,Female,1,Sales Representative,Married,29660,9.0,18,0,15.0,2,11,6,9,2015,2,3,2015,,,,,
191,2.0,3.0,3.0,2015,40,Travel_Rarely,Research & Development,15,3,Life Sciences,Female,2,Laboratory Technician,Single,25710,7.0,14,0,22.0,1,20,5,13,2015,3,3,2015,,,,,
192,3.0,3.0,3.0,2015,39,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Research Scientist,Married,99910,1.0,16,1,8.0,3,8,0,7,2015,3,3,2015,,,,,
193,2.0,4.0,4.0,2015,31,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Research Director,Single,61420,4.0,13,2,10.0,2,6,0,5,2015,2,3,2015,,,,,
194,4.0,1.0,2.0,2015,42,Travel_Rarely,Research & Development,5,3,Medical,Male,3,Sales Executive,Married,53900,1.0,14,0,10.0,3,10,5,8,2015,3,3,2015,,,,,
195,4.0,2.0,4.0,2015,45,Travel_Rarely,Research & Development,2,1,Medical,Female,4,Sales Executive,Married,44040,0.0,23,0,9.0,2,8,3,7,2015,3,4,2015,,,,,
196,3.0,3.0,2.0,2015,26,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,0,2015,3,3,2015,29.0,Yes,Resignation,Salary,2016
197,4.0,4.0,4.0,2015,29,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Research Scientist,Divorced,51300,4.0,11,0,8.0,3,3,1,2,2015,2,3,2015,,,,,
198,1.0,3.0,3.0,2015,33,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Laboratory Technician,Divorced,20900,4.0,16,0,10.0,2,6,0,5,2015,3,3,2015,,,,,
199,3.0,4.0,2.0,2015,31,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Divorced,29090,9.0,14,2,10.0,2,5,0,1,2015,3,3,2015,,,,,
200,2.0,2.0,3.0,2015,18,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,0,2015,4,3,2015,30.0,Yes,Resignation,Salary,2016
201,3.0,1.0,3.0,2015,40,Non-Travel,Research & Development,1,4,Technical Degree,Female,2,Laboratory Technician,Divorced,30680,3.0,19,0,20.0,3,1,0,1,2015,2,3,2015,,,,,
202,1.0,3.0,3.0,2015,41,Non-Travel,Research & Development,23,3,Life Sciences,Male,2,Manufacturing Director,Single,26700,2.0,15,2,10.0,2,8,0,7,2015,2,3,2015,,,,,
203,1.0,3.0,3.0,2015,26,Travel_Rarely,Research & Development,9,4,Medical,Male,3,Healthcare Representative,Divorced,26930,5.0,17,3,8.0,3,0,0,0,2015,2,3,2015,,,,,
204,1.0,3.0,3.0,2015,35,Travel_Rarely,Research & Development,16,4,Medical,Male,2,Human Resources,Single,95260,1.0,15,0,5.0,2,5,0,3,2015,2,3,2015,,,,,
205,4.0,4.0,3.0,2015,34,Travel_Rarely,Research & Development,26,3,Medical,Male,1,Laboratory Technician,Single,52370,1.0,19,1,10.0,3,10,5,7,2015,2,3,2015,,,,,
206,3.0,4.0,1.0,2015,26,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,0,2015,1,4,2015,31.0,Yes,Resignation,Salary,2016
207,2.0,4.0,4.0,2015,37,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Single,41930,4.0,16,1,12.0,5,6,1,2,2015,3,3,2015,,,,,
208,1.0,3.0,2.0,2015,46,Travel_Frequently,Research & Development,4,1,Medical,Male,5,Human Resources,Married,29110,5.0,13,0,28.0,3,2,1,2,2015,3,3,2015,,,,,
209,2.0,1.0,3.0,2015,41,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,1,Research Director,Married,26610,7.0,14,1,22.0,2,18,11,8,2015,3,3,2015,,,,,
210,1.0,2.0,3.0,2015,37,Non-Travel,Research & Development,7,2,Medical,Male,1,Sales Executive,Divorced,20280,1.0,16,1,9.0,3,9,7,7,2015,3,3,2015,,,,,
211,4.0,1.0,3.0,2015,52,Travel_Rarely,Sales,2,1,Medical,Male,1,Laboratory Technician,Divorced,99800,1.0,11,1,18.0,2,10,6,9,2015,3,3,2015,,,,,
212,4.0,3.0,3.0,2015,32,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2,2015,2,4,2015,32.0,Yes,Resignation,Salary,2016
213,4.0,4.0,3.0,2015,24,Travel_Frequently,Sales,22,3,Life Sciences,Female,1,Healthcare Representative,Married,29350,0.0,14,2,3.0,5,2,2,1,2015,2,3,2015,,,,,
214,3.0,3.0,3.0,2015,38,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Research Scientist,Married,154270,3.0,16,1,18.0,2,1,0,0,2015,3,3,2015,,,,,
215,2.0,2.0,2.0,2015,37,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,5,Research Scientist,Married,39440,6.0,11,2,8.0,3,6,4,3,2015,3,3,2015,,,,,
216,4.0,3.0,3.0,2015,49,Travel_Rarely,Sales,21,1,Life Sciences,Male,1,Sales Executive,Divorced,40110,1.0,18,2,31.0,2,31,0,9,2015,1,3,2015,,,,,
217,2.0,4.0,3.0,2015,24,Travel_Rarely,Sales,1,3,Marketing,Female,1,Sales Executive,Married,34070,1.0,15,2,6.0,2,6,1,4,2015,2,3,2015,,,,,
218,1.0,2.0,4.0,2015,26,Travel_Rarely,Research & Development,19,4,Technical Degree,Female,4,Sales Executive,Married,119940,1.0,14,1,6.0,6,5,1,4,2015,3,3,2015,,,,,
219,4.0,2.0,3.0,2015,24,Travel_Rarely,Sales,7,3,Medical,Female,1,Laboratory Technician,Married,12320,1.0,12,0,1.0,4,1,0,0,2015,1,3,2015,,,,,
220,1.0,2.0,3.0,2015,50,Travel_Frequently,Sales,2,2,Marketing,Male,1,Sales Executive,Married,29600,1.0,14,3,32.0,2,32,10,7,2015,3,3,2015,,,,,
221,2.0,3.0,3.0,2015,25,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Research Scientist,Married,190940,1.0,16,0,7.0,3,7,0,6,2015,2,3,2015,,,,,
222,1.0,3.0,3.0,2015,24,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2,2015,3,4,2015,33.0,Yes,Fired,desconocido,2016
223,2.0,1.0,4.0,2015,30,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,0,2015,3,3,2015,34.0,Yes,Fired,desconocido,2016
224,2.0,4.0,3.0,2015,34,Travel_Rarely,Sales,6,2,Life Sciences,Male,4,Research Director,Married,102480,1.0,12,1,6.0,4,6,1,3,2015,3,3,2015,,,,,
225,2.0,1.0,1.0,2015,31,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2,2015,2,3,2015,35.0,Yes,Resignation,Salary,2016
226,1.0,4.0,3.0,2015,35,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,5,Sales Executive,Single,24960,4.0,17,3,9.0,3,3,0,2,2015,3,3,2015,,,,,
227,1.0,4.0,4.0,2015,31,Travel_Rarely,Sales,1,3,Marketing,Female,2,Sales Executive,Divorced,64650,4.0,17,0,13.0,3,7,5,7,2015,3,3,2015,,,,,
228,1.0,3.0,2.0,2015,27,Travel_Rarely,Sales,22,4,Medical,Male,1,Sales Representative,Divorced,22060,0.0,14,1,6.0,4,5,0,3,2015,3,3,2015,,,,,
229,4.0,3.0,2.0,2015,37,Travel_Rarely,Sales,9,4,Marketing,Female,2,Laboratory Technician,Married,20860,4.0,14,0,17.0,3,3,1,0,2015,3,3,2015,,,,,
230,4.0,2.0,4.0,2015,20,Travel_Rarely,Research & Development,17,4,Medical,Female,1,Sales Representative,Single,22930,1.0,13,2,1.0,3,1,0,0,2015,1,3,2015,,,,,
231,3.0,4.0,3.0,2015,42,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,2,Manufacturing Director,Married,26450,1.0,15,0,10.0,5,10,2,2,2015,3,3,2015,,,,,
232,2.0,4.0,2.0,2015,43,Travel_Rarely,Research & Development,10,5,Technical Degree,Female,2,Sales Executive,Divorced,26830,4.0,11,0,21.0,3,1,0,0,2015,3,3,2015,,,,,
233,3.0,1.0,2.0,2015,38,Travel_Rarely,Human Resources,2,4,Medical,Male,1,Human Resources,Single,20140,3.0,17,1,8.0,5,0,0,0,2015,4,3,2015,,,,,
234,4.0,3.0,3.0,2015,43,Travel_Frequently,Sales,4,3,Medical,Female,2,Healthcare Representative,Divorced,34190,3.0,11,1,10.0,5,8,4,7,2015,3,3,2015,,,,,
235,4.0,1.0,1.0,2015,48,Travel_Rarely,Research & Development,8,1,Medical,Male,2,Laboratory Technician,Married,53760,7.0,13,1,21.0,3,3,0,2,2015,4,3,2015,,,,,
236,1.0,3.0,4.0,2015,44,Travel_Rarely,Sales,29,4,Marketing,Male,2,Sales Executive,Single,19510,4.0,22,3,10.0,4,2,0,2,2015,4,4,2015,,,,,
237,3.0,3.0,3.0,2015,34,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Laboratory Technician,Divorced,23410,1.0,20,2,8.0,3,8,0,6,2015,2,4,2015,,,,,
238,3.0,1.0,3.0,2015,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2,2015,3,3,2015,36.0,Yes,Resignation,Others,2016
239,3.0,3.0,3.0,2015,21,Travel_Rarely,Sales,16,2,Life Sciences,Male,3,Sales Executive,Single,87260,1.0,11,1,3.0,2,3,1,2,2015,1,3,2015,,,,,
240,4.0,4.0,4.0,2015,44,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Laboratory Technician,Married,40110,4.0,14,1,26.0,2,2,0,1,2015,3,3,2015,,,,,
241,1.0,3.0,3.0,2015,22,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Laboratory Technician,Married,195450,0.0,14,0,3.0,3,2,2,2,2015,2,3,2015,,,,,
242,3.0,3.0,3.0,2015,33,Travel_Rarely,Sales,13,4,Marketing,Female,2,Manufacturing Director,Divorced,45680,0.0,18,1,6.0,2,5,1,2,2015,3,3,2015,,,,,
243,1.0,4.0,2.0,2015,32,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Healthcare Representative,Married,30220,1.0,16,1,6.0,3,6,0,5,2015,3,3,2015,,,,,
244,3.0,3.0,3.0,2015,30,Travel_Frequently,Research & Development,4,5,Technical Degree,Male,3,Manager,Divorced,57720,1.0,17,0,1.0,3,1,0,0,2015,3,3,2015,,,,,
245,4.0,1.0,4.0,2015,53,Travel_Rarely,Research & Development,24,3,Other,Female,3,Manager,Single,22690,7.0,11,1,18.0,2,14,8,10,2015,2,3,2015,,,,,
246,2.0,4.0,2.0,2015,34,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Research Scientist,Married,53810,1.0,12,0,10.0,0,10,8,8,2015,3,3,2015,,,,,
247,1.0,1.0,3.0,2015,45,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,0,2015,3,3,2015,37.0,Yes,Resignation,Others,2016
248,3.0,4.0,3.0,2015,26,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Manufacturing Director,Married,54540,1.0,13,1,3.0,5,3,0,2,2015,4,3,2015,,,,,
249,3.0,3.0,3.0,2015,37,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Manager,Married,98840,1.0,14,0,10.0,3,10,7,8,2015,2,3,2015,,,,,
250,2.0,3.0,2.0,2015,29,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Healthcare Representative,Married,41570,1.0,17,3,6.0,2,6,1,2,2015,3,3,2015,,,,,
251,2.0,4.0,3.0,2015,35,Travel_Rarely,Research & Development,10,5,Medical,Female,4,Laboratory Technician,Single,134580,1.0,11,0,17.0,3,17,11,8,2015,3,3,2015,,,,,
252,3.0,4.0,1.0,2015,33,Travel_Frequently,Research & Development,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,90690,3.0,25,1,15.0,3,13,4,7,2015,3,4,2015,,,,,
253,3.0,2.0,4.0,2015,54,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,2,Sales Executive,Married,40140,2.0,19,1,16.0,4,9,7,1,2015,2,3,2015,,,,,
254,2.0,2.0,3.0,2015,36,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Divorced,59150,2.0,13,1,13.0,3,3,0,2,2015,2,3,2015,,,,,
255,1.0,4.0,3.0,2015,27,Travel_Rarely,Sales,9,3,Marketing,Male,5,Research Director,Single,59930,0.0,14,1,5.0,3,4,1,1,2015,1,3,2015,,,,,
256,4.0,3.0,3.0,2015,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,1,2015,2,3,2015,38.0,Yes,Resignation,Salary,2016
257,1.0,1.0,3.0,2015,33,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,7,2015,3,3,2015,39.0,Yes,Resignation,Others,2016
258,3.0,3.0,3.0,2015,35,Non-Travel,Research & Development,2,1,Medical,Male,1,Research Scientist,Married,187400,1.0,19,1,1.0,2,1,0,0,2015,4,3,2015,,,,,
259,1.0,1.0,4.0,2015,23,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,76370,2.0,11,1,5.0,3,3,0,2,2015,3,3,2015,,,,,
260,4.0,2.0,3.0,2015,25,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manufacturing Director,Married,100960,0.0,11,1,4.0,3,3,1,2,2015,3,3,2015,,,,,
261,4.0,4.0,3.0,2015,38,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,5,Research Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5,2015,2,4,2015,,,,,
262,2.0,4.0,3.0,2015,29,Travel_Frequently,Sales,2,4,Life Sciences,Male,4,Healthcare Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8,2015,2,3,2015,,,,,
263,2.0,2.0,3.0,2015,48,Travel_Rarely,Research & Development,16,3,Technical Degree,Male,1,Sales Executive,Married,97240,3.0,13,0,12.0,2,2,2,2,2015,4,3,2015,,,,,
264,4.0,4.0,3.0,2015,27,Travel_Frequently,Sales,4,3,Technical Degree,Male,5,Laboratory Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4,2015,3,3,2015,,,,,
265,4.0,4.0,3.0,2015,37,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0,2015,4,3,2015,,,,,
266,4.0,3.0,3.0,2015,50,Travel_Rarely,Sales,5,3,Medical,Male,1,Laboratory Technician,Married,54730,1.0,19,1,20.0,2,20,3,8,2015,4,3,2015,,,,,
267,4.0,2.0,4.0,2015,34,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Healthcare Representative,Single,27030,1.0,21,1,9.0,2,8,7,7,2015,3,4,2015,,,,,
268,1.0,3.0,3.0,2015,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,0,2015,1,3,2015,40.0,Yes,Resignation,Others,2016
269,4.0,3.0,3.0,2015,39,Travel_Rarely,Research & Development,12,5,Medical,Female,1,Sales Representative,Single,62200,1.0,14,2,20.0,2,20,11,10,2015,3,3,2015,,,,,
270,4.0,4.0,2.0,2015,32,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,5,Research Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8,2015,1,3,2015,,,,,
271,2.0,3.0,3.0,2015,50,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,3,2015,2,3,2015,41.0,Yes,Resignation,Others,2016
272,2.0,4.0,2.0,2015,38,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Sales Executive,Single,43120,0.0,12,1,10.0,2,9,1,8,2015,2,3,2015,,,,,
273,3.0,1.0,3.0,2015,27,Travel_Rarely,Research & Development,10,3,Medical,Male,5,Research Scientist,Married,132450,1.0,23,1,9.0,3,9,0,7,2015,2,4,2015,,,,,
274,3.0,4.0,3.0,2015,32,Travel_Rarely,Sales,1,3,Medical,Male,2,Sales Executive,Single,136640,3.0,14,0,10.0,6,7,7,7,2015,3,3,2015,,,,,
275,4.0,1.0,3.0,2015,47,Travel_Rarely,Research & Development,2,3,Medical,Female,5,Sales Executive,Single,50210,2.0,17,0,20.0,3,7,1,7,2015,3,3,2015,,,,,
