EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,Attrition
163,2.0,3.0,3.0,29,Travel_Rarely,Research & Development,8,3,Medical,Female,3,Manufacturing Director,Married,194310,1.0,11,0,10.0,3,10,0,7,3,3,No
164,3.0,2.0,4.0,29,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,3,Research Scientist,Married,17900,5.0,16,1,6.0,4,2,1,1,2,3,Yes
166,3.0,1.0,3.0,30,Non-Travel,Research & Development,2,4,Life Sciences,Female,3,Research Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8,3,3,No
167,1.0,4.0,2.0,57,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,4,Research Scientist,Divorced,63060,3.0,12,1,32.0,3,1,0,0,3,3,No
168,2.0,3.0,3.0,50,Travel_Rarely,Sales,10,4,Life Sciences,Female,3,Manager,Married,47870,0.0,12,0,28.0,3,27,15,7,3,3,No
169,3.0,4.0,2.0,30,Non-Travel,Sales,10,2,Life Sciences,Male,3,Laboratory Technician,Single,188800,0.0,22,1,12.0,3,11,6,7,3,4,No
170,3.0,1.0,4.0,60,Travel_Frequently,Research & Development,16,3,Life Sciences,Female,4,Laboratory Technician,Married,23390,4.0,20,0,22.0,4,18,13,11,3,4,No
171,1.0,4.0,3.0,47,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,5,Manufacturing Director,Divorced,135700,5.0,16,2,20.0,2,5,0,4,2,3,No
172,1.0,3.0,1.0,46,Travel_Rarely,Sales,4,1,Technical Degree,Male,1,Laboratory Technician,Married,67120,6.0,21,1,26.0,3,3,0,1,2,4,No
173,4.0,3.0,3.0,35,Travel_Rarely,Research & Development,15,2,Medical,Female,2,Laboratory Technician,Single,54060,0.0,12,1,6.0,2,5,4,3,3,3,No
174,3.0,3.0,3.0,54,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Human Resources,Single,89380,7.0,11,3,19.0,2,1,0,0,3,3,No
175,4.0,3.0,3.0,34,Travel_Rarely,Sales,8,2,Life Sciences,Male,1,Laboratory Technician,Divorced,24390,3.0,11,2,14.0,2,7,5,7,4,3,No
176,3.0,4.0,3.0,46,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,88370,2.0,18,0,15.0,3,3,1,2,2,3,No
177,3.0,2.0,4.0,31,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Director,Divorced,53430,1.0,14,1,13.0,3,13,0,8,3,3,No
178,2.0,3.0,4.0,33,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,7,2,4,Yes
179,1.0,4.0,3.0,33,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,3,3,4,Yes
180,4.0,2.0,3.0,30,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,48500,0.0,12,1,4.0,4,3,1,2,3,3,No
181,4.0,3.0,3.0,35,Travel_Rarely,Research & Development,12,2,Medical,Female,2,Sales Representative,Married,28090,4.0,23,1,10.0,2,8,0,0,1,4,No
182,1.0,3.0,3.0,31,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,0,2,3,Yes
184,2.0,3.0,3.0,42,Travel_Frequently,Research & Development,2,4,Medical,Female,1,Research Scientist,Married,29770,4.0,15,3,8.0,3,2,2,0,2,3,No
185,2.0,4.0,2.0,36,Non-Travel,Research & Development,3,4,Medical,Male,1,Research Scientist,Single,40250,1.0,11,0,10.0,3,10,9,7,3,3,No
186,3.0,3.0,3.0,22,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2,3,3,Yes
187,2.0,4.0,3.0,48,Travel_Rarely,Research & Development,6,3,Medical,Male,1,Laboratory Technician,Married,108540,2.0,14,1,14.0,6,9,6,7,3,3,No
188,1.0,2.0,3.0,55,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Sales Executive,Single,120310,3.0,11,0,37.0,5,10,7,7,3,3,No
189,4.0,4.0,3.0,41,Non-Travel,Research & Development,3,2,Life Sciences,Female,2,Research Scientist,Single,99360,7.0,17,1,16.0,2,14,1,10,2,3,No
190,2.0,3.0,3.0,35,Travel_Rarely,Research & Development,22,3,Medical,Female,1,Sales Representative,Married,29660,9.0,18,0,15.0,2,11,6,9,2,3,No
191,2.0,3.0,3.0,40,Travel_Rarely,Research & Development,15,3,Life Sciences,Female,2,Laboratory Technician,Single,25710,7.0,14,0,22.0,1,20,5,13,3,3,No
192,3.0,3.0,3.0,39,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Research Scientist,Married,99910,1.0,16,1,8.0,3,8,0,7,3,3,No
193,2.0,4.0,4.0,31,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Research Director,Single,61420,4.0,13,2,10.0,2,6,0,5,2,3,No
194,4.0,1.0,2.0,42,Travel_Rarely,Research & Development,5,3,Medical,Male,3,Sales Executive,Married,53900,1.0,14,0,10.0,3,10,5,8,3,3,No
195,4.0,2.0,4.0,45,Travel_Rarely,Research & Development,2,1,Medical,Female,4,Sales Executive,Married,44040,0.0,23,0,9.0,2,8,3,7,3,4,No
196,3.0,3.0,2.0,26,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,0,3,3,Yes
197,4.0,4.0,4.0,29,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Research Scientist,Divorced,51300,4.0,11,0,8.0,3,3,1,2,2,3,No
198,1.0,3.0,3.0,33,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Laboratory Technician,Divorced,20900,4.0,16,0,10.0,2,6,0,5,3,3,No
199,3.0,4.0,2.0,31,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Divorced,29090,9.0,14,2,10.0,2,5,0,1,3,3,No
200,2.0,2.0,3.0,18,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,0,4,3,Yes
201,3.0,1.0,3.0,40,Non-Travel,Research & Development,1,4,Technical Degree,Female,2,Laboratory Technician,Divorced,30680,3.0,19,0,20.0,3,1,0,1,2,3,No
202,1.0,3.0,3.0,41,Non-Travel,Research & Development,23,3,Life Sciences,Male,2,Manufacturing Director,Single,26700,2.0,15,2,10.0,2,8,0,7,2,3,No
203,1.0,3.0,3.0,26,Travel_Rarely,Research & Development,9,4,Medical,Male,3,Healthcare Representative,Divorced,26930,5.0,17,3,8.0,3,0,0,0,2,3,No
204,1.0,3.0,3.0,35,Travel_Rarely,Research & Development,16,4,Medical,Male,2,Human Resources,Single,95260,1.0,15,0,5.0,2,5,0,3,2,3,No
205,4.0,4.0,3.0,34,Travel_Rarely,Research & Development,26,3,Medical,Male,1,Laboratory Technician,Single,52370,1.0,19,1,10.0,3,10,5,7,2,3,No
206,3.0,4.0,1.0,26,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,0,1,4,Yes
207,2.0,4.0,4.0,37,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Single,41930,4.0,16,1,12.0,5,6,1,2,3,3,No
208,1.0,3.0,2.0,46,Travel_Frequently,Research & Development,4,1,Medical,Male,5,Human Resources,Married,29110,5.0,13,0,28.0,3,2,1,2,3,3,No
209,2.0,1.0,3.0,41,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,1,Research Director,Married,26610,7.0,14,1,22.0,2,18,11,8,3,3,No
210,1.0,2.0,3.0,37,Non-Travel,Research & Development,7,2,Medical,Male,1,Sales Executive,Divorced,20280,1.0,16,1,9.0,3,9,7,7,3,3,No
211,4.0,1.0,3.0,52,Travel_Rarely,Sales,2,1,Medical,Male,1,Laboratory Technician,Divorced,99800,1.0,11,1,18.0,2,10,6,9,3,3,No
212,4.0,3.0,3.0,32,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2,2,4,Yes
213,4.0,4.0,3.0,24,Travel_Frequently,Sales,22,3,Life Sciences,Female,1,Healthcare Representative,Married,29350,0.0,14,2,3.0,5,2,2,1,2,3,No
214,3.0,3.0,3.0,38,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Research Scientist,Married,154270,3.0,16,1,18.0,2,1,0,0,3,3,No
215,2.0,2.0,2.0,37,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,5,Research Scientist,Married,39440,6.0,11,2,8.0,3,6,4,3,3,3,No
216,4.0,3.0,3.0,49,Travel_Rarely,Sales,21,1,Life Sciences,Male,1,Sales Executive,Divorced,40110,1.0,18,2,31.0,2,31,0,9,1,3,No
217,2.0,4.0,3.0,24,Travel_Rarely,Sales,1,3,Marketing,Female,1,Sales Executive,Married,34070,1.0,15,2,6.0,2,6,1,4,2,3,No
218,1.0,2.0,4.0,26,Travel_Rarely,Research & Development,19,4,Technical Degree,Female,4,Sales Executive,Married,119940,1.0,14,1,6.0,6,5,1,4,3,3,No
219,4.0,2.0,3.0,24,Travel_Rarely,Sales,7,3,Medical,Female,1,Laboratory Technician,Married,12320,1.0,12,0,1.0,4,1,0,0,1,3,No
220,1.0,2.0,3.0,50,Travel_Frequently,Sales,2,2,Marketing,Male,1,Sales Executive,Married,29600,1.0,14,3,32.0,2,32,10,7,3,3,No
221,2.0,3.0,3.0,25,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Research Scientist,Married,190940,1.0,16,0,7.0,3,7,0,6,2,3,No
224,2.0,4.0,3.0,34,Travel_Rarely,Sales,6,2,Life Sciences,Male,4,Research Director,Married,102480,1.0,12,1,6.0,4,6,1,3,3,3,No
225,2.0,1.0,1.0,31,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2,2,3,Yes
226,1.0,4.0,3.0,35,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,5,Sales Executive,Single,24960,4.0,17,3,9.0,3,3,0,2,3,3,No
227,1.0,4.0,4.0,31,Travel_Rarely,Sales,1,3,Marketing,Female,2,Sales Executive,Divorced,64650,4.0,17,0,13.0,3,7,5,7,3,3,No
228,1.0,3.0,2.0,27,Travel_Rarely,Sales,22,4,Medical,Male,1,Sales Representative,Divorced,22060,0.0,14,1,6.0,4,5,0,3,3,3,No
229,4.0,3.0,2.0,37,Travel_Rarely,Sales,9,4,Marketing,Female,2,Laboratory Technician,Married,20860,4.0,14,0,17.0,3,3,1,0,3,3,No
230,4.0,2.0,4.0,20,Travel_Rarely,Research & Development,17,4,Medical,Female,1,Sales Representative,Single,22930,1.0,13,2,1.0,3,1,0,0,1,3,No
231,3.0,4.0,3.0,42,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,2,Manufacturing Director,Married,26450,1.0,15,0,10.0,5,10,2,2,3,3,No
232,2.0,4.0,2.0,43,Travel_Rarely,Research & Development,10,5,Technical Degree,Female,2,Sales Executive,Divorced,26830,4.0,11,0,21.0,3,1,0,0,3,3,No
233,3.0,1.0,2.0,38,Travel_Rarely,Human Resources,2,4,Medical,Male,1,Human Resources,Single,20140,3.0,17,1,8.0,5,0,0,0,4,3,No
234,4.0,3.0,3.0,43,Travel_Frequently,Sales,4,3,Medical,Female,2,Healthcare Representative,Divorced,34190,3.0,11,1,10.0,5,8,4,7,3,3,No
235,4.0,1.0,1.0,48,Travel_Rarely,Research & Development,8,1,Medical,Male,2,Laboratory Technician,Married,53760,7.0,13,1,21.0,3,3,0,2,4,3,No
236,1.0,3.0,4.0,44,Travel_Rarely,Sales,29,4,Marketing,Male,2,Sales Executive,Single,19510,4.0,22,3,10.0,4,2,0,2,4,4,No
237,3.0,3.0,3.0,34,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Laboratory Technician,Divorced,23410,1.0,20,2,8.0,3,8,0,6,2,4,No
238,3.0,1.0,3.0,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2,3,3,Yes
239,3.0,3.0,3.0,21,Travel_Rarely,Sales,16,2,Life Sciences,Male,3,Sales Executive,Single,87260,1.0,11,1,3.0,2,3,1,2,1,3,No
240,4.0,4.0,4.0,44,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Laboratory Technician,Married,40110,4.0,14,1,26.0,2,2,0,1,3,3,No
241,1.0,3.0,3.0,22,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Laboratory Technician,Married,195450,0.0,14,0,3.0,3,2,2,2,2,3,No
242,3.0,3.0,3.0,33,Travel_Rarely,Sales,13,4,Marketing,Female,2,Manufacturing Director,Divorced,45680,0.0,18,1,6.0,2,5,1,2,3,3,No
243,1.0,4.0,2.0,32,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Healthcare Representative,Married,30220,1.0,16,1,6.0,3,6,0,5,3,3,No
244,3.0,3.0,3.0,30,Travel_Frequently,Research & Development,4,5,Technical Degree,Male,3,Manager,Divorced,57720,1.0,17,0,1.0,3,1,0,0,3,3,No
245,4.0,1.0,4.0,53,Travel_Rarely,Research & Development,24,3,Other,Female,3,Manager,Single,22690,7.0,11,1,18.0,2,14,8,10,2,3,No
246,2.0,4.0,2.0,34,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Research Scientist,Married,53810,1.0,12,0,10.0,0,10,8,8,3,3,No
247,1.0,1.0,3.0,45,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,0,3,3,Yes
248,3.0,4.0,3.0,26,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Manufacturing Director,Married,54540,1.0,13,1,3.0,5,3,0,2,4,3,No
249,3.0,3.0,3.0,37,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Manager,Married,98840,1.0,14,0,10.0,3,10,7,8,2,3,No
250,2.0,3.0,2.0,29,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Healthcare Representative,Married,41570,1.0,17,3,6.0,2,6,1,2,3,3,No
251,2.0,4.0,3.0,35,Travel_Rarely,Research & Development,10,5,Medical,Female,4,Laboratory Technician,Single,134580,1.0,11,0,17.0,3,17,11,8,3,3,No
252,3.0,4.0,1.0,33,Travel_Frequently,Research & Development,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,90690,3.0,25,1,15.0,3,13,4,7,3,4,No
253,3.0,2.0,4.0,54,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,2,Sales Executive,Married,40140,2.0,19,1,16.0,4,9,7,1,2,3,No
254,2.0,2.0,3.0,36,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Divorced,59150,2.0,13,1,13.0,3,3,0,2,2,3,No
255,1.0,4.0,3.0,27,Travel_Rarely,Sales,9,3,Marketing,Male,5,Research Director,Single,59930,0.0,14,1,5.0,3,4,1,1,1,3,No
256,4.0,3.0,3.0,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,1,2,3,Yes
257,1.0,1.0,3.0,33,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,7,3,3,Yes
258,3.0,3.0,3.0,35,Non-Travel,Research & Development,2,1,Medical,Male,1,Research Scientist,Married,187400,1.0,19,1,1.0,2,1,0,0,4,3,No
259,1.0,1.0,4.0,23,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,76370,2.0,11,1,5.0,3,3,0,2,3,3,No
260,4.0,2.0,3.0,25,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manufacturing Director,Married,100960,0.0,11,1,4.0,3,3,1,2,3,3,No
261,4.0,4.0,3.0,38,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,5,Research Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5,2,4,No
262,2.0,4.0,3.0,29,Travel_Frequently,Sales,2,4,Life Sciences,Male,4,Healthcare Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8,2,3,No
263,2.0,2.0,3.0,48,Travel_Rarely,Research & Development,16,3,Technical Degree,Male,1,Sales Executive,Married,97240,3.0,13,0,12.0,2,2,2,2,4,3,No
264,4.0,4.0,3.0,27,Travel_Frequently,Sales,4,3,Technical Degree,Male,5,Laboratory Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4,3,3,No
265,4.0,4.0,3.0,37,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0,4,3,No
266,4.0,3.0,3.0,50,Travel_Rarely,Sales,5,3,Medical,Male,1,Laboratory Technician,Married,54730,1.0,19,1,20.0,2,20,3,8,4,3,No
267,4.0,2.0,4.0,34,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Healthcare Representative,Single,27030,1.0,21,1,9.0,2,8,7,7,3,4,No
268,1.0,3.0,3.0,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,0,1,3,Yes
269,4.0,3.0,3.0,39,Travel_Rarely,Research & Development,12,5,Medical,Female,1,Sales Representative,Single,62200,1.0,14,2,20.0,2,20,11,10,3,3,No
270,4.0,4.0,2.0,32,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,5,Research Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8,1,3,No
271,2.0,3.0,3.0,50,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,3,2,3,Yes
272,2.0,4.0,2.0,38,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Sales Executive,Single,43120,0.0,12,1,10.0,2,9,1,8,2,3,No
273,3.0,1.0,3.0,27,Travel_Rarely,Research & Development,10,3,Medical,Male,5,Research Scientist,Married,132450,1.0,23,1,9.0,3,9,0,7,2,4,No
274,3.0,4.0,3.0,32,Travel_Rarely,Sales,1,3,Medical,Male,2,Sales Executive,Single,136640,3.0,14,0,10.0,6,7,7,7,3,3,No
275,4.0,1.0,3.0,47,Travel_Rarely,Research & Development,2,3,Medical,Female,5,Sales Executive,Single,50210,2.0,17,0,20.0,3,7,1,7,3,3,No
276,4.0,1.0,3.0,40,Travel_Frequently,Research & Development,3,4,Medical,Female,3,Human Resources,Married,51260,5.0,18,0,20.0,2,18,1,12,3,3,No
277,3.0,3.0,3.0,53,Travel_Rarely,Research & Development,7,1,Life Sciences,Male,2,Laboratory Technician,Married,28590,3.0,18,1,32.0,2,5,1,3,3,3,No
278,2.0,4.0,2.0,41,Travel_Rarely,Sales,6,3,Medical,Male,1,Sales Executive,Divorced,102390,3.0,24,3,23.0,3,21,12,6,3,4,No
279,1.0,1.0,3.0,60,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Laboratory Technician,Single,53290,8.0,20,0,10.0,3,2,2,2,4,4,No
280,4.0,1.0,2.0,27,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,2,Manufacturing Director,Divorced,43250,1.0,14,0,9.0,2,9,1,7,2,3,No
281,4.0,3.0,3.0,41,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Manufacturing Director,Married,72600,1.0,16,0,22.0,2,22,2,10,3,3,No
282,4.0,2.0,3.0,50,Travel_Rarely,Sales,9,3,Life Sciences,Male,2,Research Scientist,Married,23220,7.0,25,1,4.0,0,2,2,2,4,4,No
283,1.0,2.0,3.0,28,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,7,2,3,Yes
284,1.0,1.0,3.0,36,Non-Travel,Research & Development,10,4,Technical Degree,Female,2,Research Scientist,Married,41520,9.0,19,1,10.0,3,8,0,5,3,3,No
285,3.0,3.0,4.0,38,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Manager,Single,96190,4.0,13,1,10.0,2,1,0,0,3,3,No
286,1.0,3.0,3.0,44,Non-Travel,Research & Development,8,2,Life Sciences,Male,1,Research Scientist,Single,135030,2.0,12,0,9.0,6,5,1,4,2,3,No
287,4.0,3.0,2.0,47,Travel_Frequently,Research & Development,27,3,Life Sciences,Male,1,Research Scientist,Divorced,54410,9.0,22,1,28.0,6,22,11,13,2,4,No
288,3.0,4.0,2.0,30,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Sales Executive,Divorced,52090,7.0,14,1,10.0,3,8,7,7,3,3,No
289,3.0,3.0,3.0,29,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Single,106730,1.0,13,3,1.0,2,1,0,0,3,3,No
290,3.0,3.0,3.0,42,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2,3,4,Yes
291,4.0,4.0,3.0,43,Travel_Frequently,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,135490,3.0,11,2,7.0,3,2,2,2,3,3,No
292,2.0,3.0,3.0,34,Travel_Rarely,Research & Development,2,5,Technical Degree,Male,2,Healthcare Representative,Single,49990,3.0,12,2,10.0,2,5,4,3,4,3,No
293,2.0,1.0,4.0,23,Travel_Rarely,Sales,13,3,Marketing,Male,5,Sales Executive,Married,42210,1.0,11,1,5.0,4,4,0,2,3,3,No
294,3.0,2.0,1.0,39,Travel_Rarely,Sales,2,4,Marketing,Female,4,Healthcare Representative,Married,138720,9.0,12,3,12.0,3,8,3,6,2,3,No
295,3.0,4.0,2.0,56,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Manager,Married,20420,7.0,12,0,30.0,6,10,1,1,3,3,No
296,4.0,4.0,2.0,40,Travel_Rarely,Sales,9,3,Marketing,Male,2,Research Scientist,Single,20730,0.0,14,0,5.0,3,4,2,3,3,3,No
297,4.0,1.0,1.0,27,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Laboratory Technician,Single,29560,8.0,13,0,9.0,6,7,0,7,3,3,No
298,4.0,2.0,3.0,29,Travel_Rarely,Sales,20,3,Marketing,Female,2,Manager,Divorced,29260,1.0,15,1,2.0,3,2,2,2,2,3,No
299,4.0,4.0,3.0,53,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,3,Laboratory Technician,Single,48090,2.0,18,0,19.0,2,2,2,2,3,3,No
300,4.0,1.0,4.0,35,Non-Travel,Research & Development,5,1,Medical,Male,1,Healthcare Representative,Divorced,51630,2.0,18,2,16.0,4,1,0,0,3,3,No
301,3.0,4.0,3.0,32,Travel_Frequently,Sales,4,4,Life Sciences,Male,2,Sales Executive,Married,188440,1.0,19,0,10.0,3,10,4,7,1,3,No
302,4.0,3.0,1.0,38,Travel_Rarely,Sales,10,3,Medical,Male,4,Laboratory Technician,Married,181720,6.0,12,2,6.0,5,1,0,1,3,3,No
303,2.0,1.0,3.0,34,Travel_Rarely,Research & Development,20,3,Medical,Female,3,Laboratory Technician,Divorced,57440,3.0,19,1,7.0,4,0,0,0,2,3,No
304,3.0,1.0,4.0,52,Travel_Rarely,Sales,21,5,Technical Degree,Male,3,Manager,Married,28890,1.0,11,1,34.0,2,34,1,16,3,3,No
306,3.0,4.0,2.0,25,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Single,74840,1.0,15,0,6.0,3,6,1,4,3,3,No
307,2.0,3.0,3.0,45,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Healthcare Representative,Single,60740,0.0,14,0,9.0,2,8,3,1,3,3,No
308,1.0,3.0,3.0,23,Travel_Rarely,Research & Development,23,1,Life Sciences,Female,2,Research Scientist,Single,173280,1.0,17,1,2.0,2,2,0,2,1,3,No
309,2.0,3.0,3.0,47,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4.0,13,1,10.0,2,5,1,3,3,3,Yes
310,4.0,4.0,3.0,34,Travel_Rarely,Research & Development,12,3,Technical Degree,Male,1,Research Scientist,Single,45050,1.0,12,0,6.0,3,6,1,4,3,3,No
311,4.0,1.0,3.0,55,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,4,3,3,Yes
312,1.0,1.0,3.0,36,Non-Travel,Research & Development,7,2,Life Sciences,Male,5,Sales Executive,Single,116310,1.0,18,1,10.0,2,10,0,9,1,3,No
313,4.0,4.0,3.0,52,Non-Travel,Research & Development,1,4,Life Sciences,Male,5,Sales Executive,Married,97380,0.0,18,2,5.0,2,4,1,2,3,3,No
314,1.0,3.0,3.0,26,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,1,Manufacturing Director,Divorced,28350,3.0,11,1,5.0,2,2,2,0,3,3,No
315,2.0,3.0,2.0,29,Travel_Rarely,Research & Development,10,2,Medical,Male,3,Manufacturing Director,Married,169590,4.0,14,3,11.0,5,8,1,1,3,3,No
316,4.0,1.0,2.0,26,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Laboratory Technician,Single,26130,6.0,19,1,6.0,2,4,1,2,3,3,Yes
317,2.0,4.0,3.0,34,Travel_Rarely,Research & Development,14,4,Technical Degree,Male,2,Manufacturing Director,Single,61460,2.0,12,0,10.0,3,4,1,3,3,3,No
318,4.0,1.0,3.0,54,Travel_Rarely,Research & Development,18,4,Medical,Female,2,Laboratory Technician,Divorced,49630,9.0,15,1,9.0,2,5,1,4,3,3,No
319,3.0,4.0,3.0,27,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,4,Research Scientist,Married,195370,0.0,12,0,5.0,5,4,1,1,3,3,No
320,4.0,1.0,2.0,37,Travel_Rarely,Sales,2,4,Technical Degree,Male,2,Manufacturing Director,Divorced,61720,0.0,11,0,6.0,1,5,4,3,3,3,No
321,1.0,1.0,3.0,38,Travel_Frequently,Sales,2,4,Life Sciences,Female,2,Research Scientist,Single,23680,6.0,11,1,17.0,3,15,4,12,3,3,No
322,3.0,1.0,3.0,34,Travel_Rarely,Sales,2,3,Marketing,Male,1,Sales Representative,Single,103120,1.0,12,0,6.0,2,6,1,3,3,3,No
323,1.0,4.0,2.0,35,Travel_Rarely,Research & Development,5,4,Medical,Male,3,Manager,Married,16750,1.0,16,0,3.0,6,3,0,2,2,3,No
324,4.0,3.0,3.0,30,Travel_Rarely,Research & Development,20,3,Medical,Male,1,Laboratory Technician,Married,25230,3.0,13,1,7.0,2,2,0,2,3,3,No
325,3.0,2.0,3.0,40,Travel_Frequently,Research & Development,10,4,Medical,Male,2,Manufacturing Director,Married,65670,1.0,13,1,8.0,3,8,3,7,4,3,No
326,3.0,1.0,3.0,34,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,3,Healthcare Representative,Married,47390,5.0,24,2,6.0,2,3,1,2,3,4,No
327,2.0,4.0,2.0,42,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Manufacturing Director,Divorced,92080,1.0,15,1,24.0,2,24,14,9,4,3,No
328,3.0,1.0,3.0,23,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing Director,Married,45590,1.0,18,1,1.0,2,0,0,0,2,3,Yes
