EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,JobInvolvement,PerformanceRating,Attrition
204,1,3,3,35,Travel_Rarely,Research & Development,16,4,Medical,Male,2,Human Resources,Single,95260,1,15,0,2,5,2,3,0
205,4,4,3,34,Travel_Rarely,Research & Development,26,3,Medical,Male,1,Laboratory Technician,Single,52370,1,19,1,3,10,2,3,0
206,3,4,1,26,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260,1,22,0,3,1,1,4,1
207,2,4,4,37,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Single,41930,4,16,1,5,6,3,3,0
208,1,3,2,46,Travel_Frequently,Research & Development,4,1,Medical,Male,5,Human Resources,Married,29110,5,13,0,3,2,3,3,0
209,2,1,3,41,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,1,Research Director,Married,26610,7,14,1,2,18,3,3,0
210,1,2,3,37,Non-Travel,Research & Development,7,2,Medical,Male,1,Sales Executive,Divorced,20280,1,16,1,3,9,3,3,0
211,4,1,3,52,Travel_Rarely,Sales,2,1,Medical,Male,1,Laboratory Technician,Divorced,99800,1,11,1,2,10,3,3,0
212,4,3,3,32,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8,22,0,4,4,2,4,1
213,4,4,3,24,Travel_Frequently,Sales,22,3,Life Sciences,Female,1,Healthcare Representative,Married,29350,0,14,2,5,2,2,3,0
214,3,3,3,38,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Research Scientist,Married,154270,3,16,1,2,1,3,3,0
215,2,2,2,37,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,5,Research Scientist,Married,39440,6,11,2,3,6,3,3,0
216,4,3,3,49,Travel_Rarely,Sales,21,1,Life Sciences,Male,1,Sales Executive,Divorced,40110,1,18,2,2,31,1,3,0
217,2,4,3,24,Travel_Rarely,Sales,1,3,Marketing,Female,1,Sales Executive,Married,34070,1,15,2,2,6,2,3,0
218,1,2,4,26,Travel_Rarely,Research & Development,19,4,Technical Degree,Female,4,Sales Executive,Married,119940,1,14,1,6,5,3,3,0
219,4,2,3,24,Travel_Rarely,Sales,7,3,Medical,Female,1,Laboratory Technician,Married,12320,1,12,0,4,1,1,3,0
221,2,3,3,25,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Research Scientist,Married,190940,1,16,0,3,7,2,3,0
224,2,4,3,34,Travel_Rarely,Sales,6,2,Life Sciences,Male,4,Research Director,Married,102480,1,12,1,4,6,3,3,0
225,2,1,1,31,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2,12,2,2,3,2,3,1
226,1,4,3,35,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,5,Sales Executive,Single,24960,4,17,3,3,3,3,3,0
227,1,4,4,31,Travel_Rarely,Sales,1,3,Marketing,Female,2,Sales Executive,Divorced,64650,4,17,0,3,7,3,3,0
228,1,3,2,27,Travel_Rarely,Sales,22,4,Medical,Male,1,Sales Representative,Divorced,22060,0,14,1,4,5,3,3,0
229,4,3,2,37,Travel_Rarely,Sales,9,4,Marketing,Female,2,Laboratory Technician,Married,20860,4,14,0,3,3,3,3,0
230,4,2,4,20,Travel_Rarely,Research & Development,17,4,Medical,Female,1,Sales Representative,Single,22930,1,13,2,3,1,1,3,0
231,3,4,3,42,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,2,Manufacturing Director,Married,26450,1,15,0,5,10,3,3,0
232,2,4,2,43,Travel_Rarely,Research & Development,10,5,Technical Degree,Female,2,Sales Executive,Divorced,26830,4,11,0,3,1,3,3,0
233,3,1,2,38,Travel_Rarely,Human Resources,2,4,Medical,Male,1,Human Resources,Single,20140,3,17,1,5,0,4,3,0
234,4,3,3,43,Travel_Frequently,Sales,4,3,Medical,Female,2,Healthcare Representative,Divorced,34190,3,11,1,5,8,3,3,0
235,4,1,1,48,Travel_Rarely,Research & Development,8,1,Medical,Male,2,Laboratory Technician,Married,53760,7,13,1,3,3,4,3,0
236,1,3,4,44,Travel_Rarely,Sales,29,4,Marketing,Male,2,Sales Executive,Single,19510,4,22,3,4,2,4,4,0
237,3,3,3,34,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Laboratory Technician,Divorced,23410,1,20,2,3,8,2,4,0
238,3,1,3,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0,18,0,0,4,3,3,1
239,3,3,3,21,Travel_Rarely,Sales,16,2,Life Sciences,Male,3,Sales Executive,Single,87260,1,11,1,2,3,1,3,0
240,4,4,4,44,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Laboratory Technician,Married,40110,4,14,1,2,2,3,3,0
241,1,3,3,22,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Laboratory Technician,Married,195450,0,14,0,3,2,2,3,0
242,3,3,3,33,Travel_Rarely,Sales,13,4,Marketing,Female,2,Manufacturing Director,Divorced,45680,0,18,1,2,5,3,3,0
243,1,4,2,32,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Healthcare Representative,Married,30220,1,16,1,3,6,3,3,0
244,3,3,3,30,Travel_Frequently,Research & Development,4,5,Technical Degree,Male,3,Manager,Divorced,57720,1,17,0,3,1,3,3,0
245,4,1,4,53,Travel_Rarely,Research & Development,24,3,Other,Female,3,Manager,Single,22690,7,11,1,2,14,2,3,0
246,2,4,2,34,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Research Scientist,Married,53810,1,12,0,0,10,3,3,0
247,1,1,3,45,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2,13,1,5,1,3,3,1
248,3,4,3,26,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Manufacturing Director,Married,54540,1,13,1,5,3,4,3,0
249,3,3,3,37,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Manager,Married,98840,1,14,0,3,10,2,3,0
250,2,3,2,29,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Healthcare Representative,Married,41570,1,17,3,2,6,3,3,0
251,2,4,3,35,Travel_Rarely,Research & Development,10,5,Medical,Female,4,Laboratory Technician,Single,134580,1,11,0,3,17,3,3,0
252,3,4,1,33,Travel_Frequently,Research & Development,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,90690,3,25,1,3,13,3,4,0
253,3,2,4,54,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,2,Sales Executive,Married,40140,2,19,1,4,9,2,3,0
254,2,2,3,36,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Divorced,59150,2,13,1,3,3,2,3,0
255,1,4,3,27,Travel_Rarely,Sales,9,3,Marketing,Male,5,Research Director,Single,59930,0,14,1,3,4,1,3,0
256,4,3,3,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1,12,3,2,1,2,3,1
257,1,1,3,33,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1,11,0,3,10,3,3,1
258,3,3,3,35,Non-Travel,Research & Development,2,1,Medical,Male,1,Research Scientist,Married,187400,1,19,1,2,1,4,3,0
259,1,1,4,23,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,76370,2,11,1,3,3,3,3,0
260,4,2,3,25,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manufacturing Director,Married,100960,0,11,1,3,3,3,3,0
261,4,4,3,38,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,5,Research Scientist,Single,147560,0,20,1,3,7,2,4,0
262,2,4,3,29,Travel_Frequently,Sales,2,4,Life Sciences,Male,4,Healthcare Representative,Divorced,64990,1,18,3,3,10,2,3,0
263,2,2,3,48,Travel_Rarely,Research & Development,16,3,Technical Degree,Male,1,Sales Executive,Married,97240,3,13,0,2,2,4,3,0
264,4,4,3,27,Travel_Frequently,Sales,4,3,Technical Degree,Male,5,Laboratory Technician,Divorced,21940,1,12,0,5,6,3,3,0
265,4,4,3,37,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,Manager,Single,33880,3,11,0,2,1,4,3,0
266,4,3,3,50,Travel_Rarely,Sales,5,3,Medical,Male,1,Laboratory Technician,Married,54730,1,19,1,2,20,4,3,0
267,4,2,4,34,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Healthcare Representative,Single,27030,1,21,1,2,8,3,4,0
268,1,3,3,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9,12,0,3,2,1,3,1
269,4,3,3,39,Travel_Rarely,Research & Development,12,5,Medical,Female,1,Sales Representative,Single,62200,1,14,2,2,20,3,3,0
270,4,4,2,32,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,5,Research Scientist,Single,30380,1,11,0,5,10,1,3,0
271,2,3,3,50,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3,14,1,2,4,2,3,1
272,2,4,2,38,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Sales Executive,Single,43120,0,12,1,2,9,2,3,0
273,3,1,3,27,Travel_Rarely,Research & Development,10,3,Medical,Male,5,Research Scientist,Married,132450,1,23,1,3,9,2,4,0
274,3,4,3,32,Travel_Rarely,Sales,1,3,Medical,Male,2,Sales Executive,Single,136640,3,14,0,6,7,3,3,0
275,4,1,3,47,Travel_Rarely,Research & Development,2,3,Medical,Female,5,Sales Executive,Single,50210,2,17,0,3,7,3,3,0
276,4,1,3,40,Travel_Frequently,Research & Development,3,4,Medical,Female,3,Human Resources,Married,51260,5,18,0,2,18,3,3,0
277,3,3,3,53,Travel_Rarely,Research & Development,7,1,Life Sciences,Male,2,Laboratory Technician,Married,28590,3,18,1,2,5,3,3,0
278,2,4,2,41,Travel_Rarely,Sales,6,3,Medical,Male,1,Sales Executive,Divorced,102390,3,24,3,3,21,3,4,0
279,1,1,3,60,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Laboratory Technician,Single,53290,8,20,0,3,2,4,4,0
280,4,1,2,27,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,2,Manufacturing Director,Divorced,43250,1,14,0,2,9,2,3,0
281,4,3,3,41,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Manufacturing Director,Married,72600,1,16,0,2,22,3,3,0
282,4,2,3,50,Travel_Rarely,Sales,9,3,Life Sciences,Male,2,Research Scientist,Married,23220,7,25,1,0,2,4,4,0
283,1,2,3,28,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7,18,3,0,7,2,3,1
284,1,1,3,36,Non-Travel,Research & Development,10,4,Technical Degree,Female,2,Research Scientist,Married,41520,9,19,1,3,8,3,3,0
285,3,3,4,38,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Manager,Single,96190,4,13,1,2,1,3,3,0
286,1,3,3,44,Non-Travel,Research & Development,8,2,Life Sciences,Male,1,Research Scientist,Single,135030,2,12,0,6,5,2,3,0
287,4,3,2,47,Travel_Frequently,Research & Development,27,3,Life Sciences,Male,1,Research Scientist,Divorced,54410,9,22,1,6,22,2,4,0
288,3,4,2,30,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Sales Executive,Divorced,52090,7,14,1,3,8,3,3,0
289,3,3,3,29,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Single,106730,1,13,3,2,1,3,3,0
290,3,3,3,42,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6,21,3,3,2,3,4,1
291,4,4,3,43,Travel_Frequently,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,135490,3,11,2,3,2,3,3,0
292,2,3,3,34,Travel_Rarely,Research & Development,2,5,Technical Degree,Male,2,Healthcare Representative,Single,49990,3,12,2,2,5,4,3,0
293,2,1,4,23,Travel_Rarely,Sales,13,3,Marketing,Male,5,Sales Executive,Married,42210,1,11,1,4,4,3,3,0
294,3,2,1,39,Travel_Rarely,Sales,2,4,Marketing,Female,4,Healthcare Representative,Married,138720,9,12,3,3,8,2,3,0
295,3,4,2,56,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Manager,Married,20420,7,12,0,6,10,3,3,0
296,4,4,2,40,Travel_Rarely,Sales,9,3,Marketing,Male,2,Research Scientist,Single,20730,0,14,0,3,4,3,3,0
297,4,1,1,27,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Laboratory Technician,Single,29560,8,13,0,6,7,3,3,0
298,4,2,3,29,Travel_Rarely,Sales,20,3,Marketing,Female,2,Manager,Divorced,29260,1,15,1,3,2,2,3,0
299,4,4,3,53,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,3,Laboratory Technician,Single,48090,2,18,0,2,2,3,3,0
300,4,1,4,35,Non-Travel,Research & Development,5,1,Medical,Male,1,Healthcare Representative,Divorced,51630,2,18,2,4,1,3,3,0
301,3,4,3,32,Travel_Frequently,Sales,4,4,Life Sciences,Male,2,Sales Executive,Married,188440,1,19,0,3,10,1,3,0
302,4,3,1,38,Travel_Rarely,Sales,10,3,Medical,Male,4,Laboratory Technician,Married,181720,6,12,2,5,1,3,3,0
303,2,1,3,34,Travel_Rarely,Research & Development,20,3,Medical,Female,3,Laboratory Technician,Divorced,57440,3,19,1,4,0,2,3,0
306,3,4,2,25,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Single,74840,1,15,0,3,6,3,3,0
307,2,3,3,45,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Healthcare Representative,Single,60740,0,14,0,2,8,3,3,0
308,1,3,3,23,Travel_Rarely,Research & Development,23,1,Life Sciences,Female,2,Research Scientist,Single,173280,1,17,1,2,2,1,3,0
309,2,3,3,47,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4,13,1,2,5,3,3,1
310,4,4,3,34,Travel_Rarely,Research & Development,12,3,Technical Degree,Male,1,Research Scientist,Single,45050,1,12,0,3,6,3,3,0
311,4,1,3,55,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5,12,0,2,5,3,3,1
312,1,1,3,36,Non-Travel,Research & Development,7,2,Life Sciences,Male,5,Sales Executive,Single,116310,1,18,1,2,10,1,3,0
313,4,4,3,52,Non-Travel,Research & Development,1,4,Life Sciences,Male,5,Sales Executive,Married,97380,0,18,2,2,4,3,3,0
314,1,3,3,26,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,1,Manufacturing Director,Divorced,28350,3,11,1,2,2,3,3,0
315,2,3,2,29,Travel_Rarely,Research & Development,10,2,Medical,Male,3,Manufacturing Director,Married,169590,4,14,3,5,8,3,3,0
316,4,1,2,26,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Laboratory Technician,Single,26130,6,19,1,2,4,3,3,1
317,2,4,3,34,Travel_Rarely,Research & Development,14,4,Technical Degree,Male,2,Manufacturing Director,Single,61460,2,12,0,3,4,3,3,0
318,4,1,3,54,Travel_Rarely,Research & Development,18,4,Medical,Female,2,Laboratory Technician,Divorced,49630,9,15,1,2,5,3,3,0
319,3,4,3,27,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,4,Research Scientist,Married,195370,0,12,0,5,4,3,3,0
320,4,1,2,37,Travel_Rarely,Sales,2,4,Technical Degree,Male,2,Manufacturing Director,Divorced,61720,0,11,0,1,5,3,3,0
321,1,1,3,38,Travel_Frequently,Sales,2,4,Life Sciences,Female,2,Research Scientist,Single,23680,6,11,1,3,15,3,3,0
322,3,1,3,34,Travel_Rarely,Sales,2,3,Marketing,Male,1,Sales Representative,Single,103120,1,12,0,2,6,3,3,0
323,1,4,2,35,Travel_Rarely,Research & Development,5,4,Medical,Male,3,Manager,Married,16750,1,16,0,6,3,2,3,0
324,4,3,3,30,Travel_Rarely,Research & Development,20,3,Medical,Male,1,Laboratory Technician,Married,25230,3,13,1,2,2,3,3,0
325,3,2,3,40,Travel_Frequently,Research & Development,10,4,Medical,Male,2,Manufacturing Director,Married,65670,1,13,1,3,8,4,3,0
326,3,1,3,34,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,3,Healthcare Representative,Married,47390,5,24,2,2,3,3,4,0
327,2,4,2,42,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Manufacturing Director,Divorced,92080,1,15,1,2,24,4,3,0
328,3,1,3,23,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing Director,Married,45590,1,18,1,2,0,2,3,1
329,3,2,3,24,Non-Travel,Sales,1,5,Marketing,Female,1,Manufacturing Director,Divorced,81890,1,14,1,3,1,3,3,0
330,4,3,3,52,Travel_Rarely,Research & Development,29,3,Life Sciences,Male,2,Manufacturing Director,Married,29420,8,11,1,1,5,2,3,0
331,3,3,3,50,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,2,Sales Executive,Married,49410,5,11,1,3,4,1,3,0
332,2,1,3,29,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Married,106500,1,13,2,2,1,4,3,1
333,3,3,4,33,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,4,Manufacturing Director,Married,59020,0,12,1,2,13,3,3,0
334,1,1,3,33,Travel_Rarely,Research & Development,23,5,Life Sciences,Male,1,Human Resources,Single,86390,5,16,2,3,3,2,3,1
335,3,4,2,47,Travel_Rarely,Research & Development,6,4,Other,Male,2,Manager,Married,63470,1,14,0,2,26,4,3,0
336,3,2,3,36,Travel_Rarely,Sales,6,3,Medical,Female,2,Sales Executive,Married,42000,0,22,0,3,9,3,4,0
337,3,3,3,29,Travel_Rarely,Research & Development,10,3,Other,Male,1,Research Scientist,Married,34520,1,11,0,3,10,2,3,0
338,4,2,3,58,Travel_Rarely,Research & Development,24,3,Other,Female,2,Research Scientist,Single,43170,7,17,0,2,31,3,3,1
339,4,3,3,35,Travel_Rarely,Sales,10,4,Marketing,Female,1,Research Scientist,Single,26320,3,13,3,3,2,4,3,0
340,4,4,3,42,Travel_Rarely,Sales,15,1,Marketing,Male,2,Laboratory Technician,Married,46680,9,18,2,2,4,3,3,0
341,3,3,2,28,Travel_Rarely,Research & Development,19,4,Medical,Female,2,Sales Executive,Single,32040,6,16,1,4,2,2,3,1
342,3,2,3,36,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Healthcare Representative,Married,27200,4,14,1,3,5,3,3,0
343,3,3,3,32,Travel_Rarely,Research & Development,3,1,Medical,Male,2,Manufacturing Director,Married,171810,1,14,0,2,14,2,3,0
344,1,3,3,40,Travel_Frequently,Sales,9,3,Marketing,Male,3,Manufacturing Director,Single,22380,1,14,0,3,1,3,3,0
345,3,4,2,30,Travel_Rarely,Research & Development,7,3,Technical Degree,Male,2,Research Director,Single,14830,5,13,0,3,0,3,3,0
346,2,3,3,45,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,1,Research Director,Single,56050,1,12,2,2,1,3,3,0
347,2,2,2,42,Travel_Rarely,Research & Development,20,2,Medical,Male,2,Sales Representative,Married,72950,1,15,0,3,9,3,3,0
348,1,1,2,38,Travel_Frequently,Sales,4,3,Medical,Male,2,Research Scientist,Divorced,23060,2,19,1,5,4,3,3,0
349,3,4,3,34,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,3,Laboratory Technician,Single,23480,1,14,1,3,5,3,3,0
350,3,4,4,49,Travel_Rarely,Sales,7,2,Life Sciences,Female,2,Healthcare Representative,Married,89980,1,14,2,2,9,4,3,1
351,3,4,2,55,Travel_Rarely,Human Resources,16,3,Technical Degree,Male,4,Manufacturing Director,Single,43190,4,11,0,3,9,4,3,1
352,2,1,3,43,Travel_Rarely,Research & Development,25,2,Medical,Male,2,Healthcare Representative,Married,61320,6,13,0,3,4,2,3,0
353,3,4,3,27,Travel_Rarely,Sales,2,4,Medical,Male,2,Manager,Divorced,33460,1,21,1,2,9,2,4,0
354,3,3,4,35,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Research Director,Single,108550,3,13,1,2,8,3,3,0
355,2,2,3,28,Travel_Rarely,Sales,1,2,Technical Degree,Female,1,Sales Executive,Married,22310,1,12,0,3,8,2,3,0
356,3,4,1,34,Travel_Rarely,Sales,2,5,Life Sciences,Male,4,Research Scientist,Married,23230,0,17,0,2,3,3,3,0
357,3,3,3,26,Travel_Frequently,Research & Development,22,4,Other,Female,1,Sales Executive,Married,20240,1,23,0,2,8,3,4,1
358,4,4,2,27,Non-Travel,Sales,1,3,Technical Degree,Female,1,Sales Executive,Married,27130,1,11,0,2,0,3,3,0
359,1,3,2,51,Travel_Rarely,Sales,16,3,Medical,Male,3,Research Scientist,Married,94390,2,15,3,0,20,3,3,0
360,4,2,2,44,Travel_Rarely,Sales,24,5,Medical,Female,1,Sales Executive,Single,25660,9,11,1,3,5,3,3,0
361,1,1,2,25,Travel_Rarely,Research & Development,17,3,Medical,Male,1,Laboratory Technician,Single,199260,7,11,3,5,4,4,3,0
362,1,1,3,33,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,3,Laboratory Technician,Divorced,24510,1,13,1,3,9,2,3,0
363,3,1,2,35,Travel_Rarely,Sales,6,4,Medical,Female,2,Manager,Single,94190,1,24,1,5,6,2,4,0
364,2,4,2,36,Travel_Rarely,Sales,10,4,Marketing,Male,3,Manager,Married,86860,1,13,0,2,18,3,3,0
365,2,4,2,32,Travel_Rarely,Research & Development,3,4,Medical,Female,4,Sales Executive,Divorced,30380,2,20,0,3,5,3,4,0
366,2,4,2,30,Travel_Frequently,Research & Development,4,5,Medical,Male,5,Sales Representative,Divorced,30580,9,14,1,2,5,3,3,0
367,1,4,3,53,Travel_Rarely,Sales,6,3,Marketing,Male,4,Sales Executive,Married,23250,7,18,1,1,5,4,3,0
368,4,1,3,45,Travel_Rarely,Research & Development,1,5,Technical Degree,Male,2,Healthcare Representative,Divorced,20880,4,15,3,2,5,3,3,0
369,3,3,2,32,Travel_Rarely,Sales,10,3,Marketing,Female,1,Human Resources,Married,30720,5,12,0,4,5,1,3,0
370,3,4,3,52,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,2,Laboratory Technician,Married,50060,3,16,1,2,9,3,3,0
371,4,3,3,37,Travel_Rarely,Sales,24,2,Life Sciences,Female,4,Laboratory Technician,Divorced,42570,4,15,0,2,1,3,3,0
372,2,4,3,28,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,1,Healthcare Representative,Divorced,25000,1,16,2,3,5,3,3,0
373,4,4,1,22,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Sales Representative,Married,11020,6,19,0,3,2,2,3,0
374,1,4,2,44,Travel_Rarely,Research & Development,22,3,Medical,Female,1,Laboratory Technician,Married,104530,2,11,1,2,3,3,3,0
375,2,4,3,42,Travel_Frequently,Sales,13,4,Life Sciences,Female,2,Laboratory Technician,Single,22880,5,16,1,4,2,2,3,0
376,1,1,3,36,Travel_Rarely,Research & Development,14,3,Other,Male,2,Research Scientist,Married,39290,0,24,0,6,5,2,4,0
377,3,1,3,25,Travel_Rarely,Sales,11,3,Life Sciences,Female,1,Laboratory Technician,Married,23110,1,11,1,2,5,3,3,0
378,4,3,3,35,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,1,Healthcare Representative,Married,31400,1,13,1,2,17,2,3,0
380,4,4,3,32,Non-Travel,Research & Development,21,3,Life Sciences,Male,1,Sales Executive,Divorced,44500,0,13,0,3,3,3,3,0
381,3,1,4,25,Travel_Rarely,Sales,5,3,Marketing,Female,4,Research Scientist,Married,27560,1,12,2,2,5,3,3,0
382,3,1,3,49,Travel_Rarely,Sales,9,3,Technical Degree,Female,2,Sales Representative,Married,190330,2,18,1,5,4,3,3,0
383,1,4,2,24,Non-Travel,Research & Development,2,5,Technical Degree,Male,2,Healthcare Representative,Married,187220,0,22,1,3,5,3,4,0
384,2,2,3,32,Travel_Frequently,Research & Development,12,5,Medical,Male,1,Research Scientist,Married,95470,1,13,1,3,10,2,3,0
385,2,2,3,38,Travel_Rarely,Sales,22,2,Medical,Male,1,Sales Executive,Married,137340,0,13,0,3,2,4,3,0
386,3,4,2,42,Travel_Rarely,Research & Development,18,1,Technical Degree,Female,2,Research Scientist,Married,199990,2,23,1,6,5,3,4,0
